RACK01,LADA,NI1,C1,27501130525090,2010021601A,A,3,300,PZ,1.78,534.00,05/03/2012 07:58:32
RACK02,LADA,NI1,C2,27501130525137,2010021606A,A,0,0,PZ,2.10,0.00,05/03/2012 08:05:21
RACK02,LADA,NI2,C2,27501130525137,2010021606A,A,1,100,PZ,2.10,210.00,05/03/2012 08:06:10
RACK02,LADB,NI1,C1,27501130525113,2010021604A,A,1,100,PZ,1.81,181.00,05/03/2012 08:08:25
RACK02,LADB,NI1,C1,27501130525120,2010021605A,A,18,1800,PZ,2.05,3690.00,05/03/2012 08:08:54
RACK02,LADB,NI1,C2,27501130525144,2010021608A,A,8,800,PZ,1.66,1328.00,05/03/2012 08:10:19
RACK02,LADB,NI1,C2,27501130525151,2010021610A,A,7,700,PZ,2.01,1407.00,05/03/2012 08:11:14
RACK02,LADB,NI1,C3,27501130525168,2010021611A,A,12,1200,PZ,1.57,1884.00,05/03/2012 08:12:10
RACK02,LADB,NI1,C3,27501130525168,2010021611A,A,5,500,PZ,1.57,785.00,05/03/2012 08:12:37
RACK02,LADB,NI1,C3,27501130525175,2010021612A,A,4,400,PZ,2.46,984.00,05/03/2012 08:13:46
RACK02,LADB,NI2,C3,27501130525175,2010021612A,A,6,600,PZ,2.46,1476.00,05/03/2012 08:16:46
RACK02,LADB,NI2,C4,27501130525182,2010021616A,A,0,0,PZ,1.48,0.00,05/03/2012 08:17:12
RACK02,LADB,NI2,C4,27501130525182,2010021616A,A,55,5500,PZ,1.48,8140.00,05/03/2012 08:18:24
RACK03,LADA,NI1,C1,27501130525199,2010021618A,A,5,500,PZ,1.56,780.00,05/03/2012 08:20:04
RACK03,LADA,NI1,C1,27501130525212,2010021623A,A,4,400,PZ,1.45,580.00,05/03/2012 08:20:49
RACK03,LADA,NI1,C2,27501130525243,2010021626A,A,3,300,PZ,1.86,558.00,05/03/2012 08:24:11
RACK03,LADA,NI1,C3,27501130525267,2010021628A,A,7,100,PZ,2.41,241.00,05/03/2012 08:26:13
RACK03,LADA,NI1,C3,27501130525267,2010021628A,A,6,600,PZ,2.41,1446.00,05/03/2012 08:26:23
RACK03,LADA,NI2,C4,27501130525267,2010021628A,A,3,300,PZ,2.41,723.00,05/03/2012 08:27:57
RACK03,LADA,NI2,C3,27501130525250,2010021627A,A,10,1000,PZ,2.39,2390.00,05/03/2012 08:28:26
RACK03,LADA,NI2,C2,27501130525229,2010021624A,A,2,200,PZ,2.07,414.00,05/03/2012 08:28:59
RACK03,LADB,NI1,C1,27501130525281,2010021646A,A,8,800,PZ,1.45,1160.00,05/03/2012 08:35:27
RACK03,LADB,NI1,C1,27501130525298,2010021655A,A,1,100,PZ,1.56,156.00,05/03/2012 08:36:10
RACK03,LADB,NI1,C2,27501130525304,2010021656A,A,9,900,PZ,2.62,2358.00,05/03/2012 08:37:46
RACK03,LADB,NI1,C2,27501130525304,2010021656A,A,0,0,PZ,2.62,0.00,05/03/2012 08:37:59
RACK03,LADB,NI1,C2,27501130525304,2010021656A,A,1,100,PZ,2.62,262.00,05/03/2012 08:38:36
RACK03,LADB,NI1,C3,27501130582192,2010021668A,A,6,600,PZ,1.35,810.00,05/03/2012 08:40:03
RACK03,LADB,NI2,C4,27501130581973,2150193100,A,28,2800,PZ,1.68,4704.00,05/03/2012 08:42:34
RACK03,LADB,NI2,C4,27501130577297,2010021675A,A,23,2300,PZ,1.81,4163.00,05/03/2012 08:43:15
RACK03,LADB,NI2,C2,27501130582192,2010021668A,A,26,2600,PZ,1.35,3510.00,05/03/2012 08:44:30
RACK03,LADB,NI2,C1,27501130525281,2010021646A,A,24,2400,PZ,1.45,3480.00,05/03/2012 08:45:25
RACK04,LADA,NI1,17501130540409,17501130540409,2200653010,A,0,0,PZ,2.55,0.00,05/03/2012 08:47:27
RACK04,LADA,NI1,C2,17501130540409,2200653010,A,9,900,PZ,2.55,2295.00,05/03/2012 08:48:09
RACK04,LADA,NI1,C3,17501130540409,2200653010,A,0,1000,PZ,2.55,2550.00,05/03/2012 08:49:19
RACK04,LADA,NI2,C1,17501130572349,2150860010,A,22,220,PZ,39.04,8588.80,05/03/2012 08:51:23
RACK04,LADA,NI2,C2,17501130572349,2150860010,A,1,10,PZ,39.04,390.40,05/03/2012 08:52:10
17501130572394,LADB,NI1,C1,17501130540638,2200653100,A,46,4600,PZ,2.68,12328.00,05/03/2012 08:53:00
17501130572394,LADB,NI1,C4,17501130540812,2200653160,A,10,1000,PZ,2.46,2460.00,05/03/2012 08:54:48
17501130572394,LADB,NI2,C4,17501130572417,2150860085,A,42,420,PZ,30.62,12860.40,05/03/2012 08:56:04
17501130572394,LADB,NI2,C1,17501130572394,2150860060,A,6,60,PZ,39.40,2364.00,05/03/2012 08:56:47
RACK5,LADA,NI1,C1,17501130540751,2200653050,A,39,3900,PZ,2.61,10179.00,05/03/2012 08:57:30
RACK5,LADA,NI1,C3,17501130540683,2200653040,A,39,3900,PZ,2.53,9867.00,05/03/2012 08:59:14
RACK5,LADA,NI1,C3,17501130540683,2200653040,A,16,1600,PZ,2.53,4048.00,05/03/2012 08:59:27
RACK5,LADA,NI2,C4,17501130572356,2150860037,A,12,120,PZ,28.86,3463.20,05/03/2012 09:00:21
RACK5,LADA,NI2,C3,17501130572400,2150860071,A,35,350,PZ,30.05,10517.50,05/03/2012 09:01:00
RACK5,LADA,NI2,C2,17501130572400,2150860071,A,13,130,PZ,30.05,3906.50,05/03/2012 09:01:41
RACK5,LADA,NI2,C1,17501130540751,2200653050,A,2,200,PZ,2.61,522.00,05/03/2012 09:02:08
RACK8,LADB,NI2,C1,27501130589665,2050070002,A,18,270,PZ,11.15,3010.50,05/03/2012 09:08:16
RACK8,LADB,NI2,C2,27501130589672,2050070003,A,10,150,PZ,9.43,1414.50,05/03/2012 09:08:44
RACK8,LADB,NI2,C2,27501130589689,2050070004,A,5,75,PZ,9.45,708.75,05/03/2012 09:09:04
RACK8,LADB,NI2,C2,27501130589696,2050070005,A,7,105,PZ,9.09,954.45,05/03/2012 09:09:33
RACK14,#,1,C1,17501130540010,2170610000,A,27,1350,PZ,2.47,3334.50,05/03/2012 09:11:06
RACK14,#,1,C2,17501130540003,2170600000,A,44,4400,PZ,1.41,6204.00,05/03/2012 09:13:02
RACK14,#,1,C2,17501130540034,2170620000,A,34,1700,PZ,4.63,7871.00,05/03/2012 09:14:02
RACK14,#,1,C3,17501130563033,2170380000,A,24,648,PZ,9.74,6311.52,05/03/2012 09:15:16
RACK13,C5,1,C4,27501130589368,1321390115,A,27,324,PZ,7.31,2368.44,05/03/2012 09:18:38
RACK13,C5,1,C4,17501130583598,0,A,28,280,#N/D,0.00,0.00,05/03/2012 09:19:59
RACK13,C5,1,C4,27501130589085,2150860233,A,0,0,PZ,29.99,0.00,05/03/2012 09:20:48
RACK13,C5,1,C4,17501130512314,2020020001,A,0,0,PZ,3.64,0.00,05/03/2012 09:21:45
RACK13,C5,1,C4,17501130579201,1320900010,A,0,0,PZ,23.91,0.00,05/03/2012 09:21:56
RACK13,C5,1,C4,17501130573283,1321074040,A,0,0,PZ,19.23,0.00,05/03/2012 09:22:20
RACK13,C5,1,C4,27501130584554,3000009011,A,0,0,PZ,32.43,0.00,05/03/2012 09:23:05
RACK13,C5,1,C4,17501130578839,2150955037,A,80,800,PZ,1.68,1344.00,05/03/2012 09:23:29
RACK13,C5,1,C4,17501130570321,1321380038,A,0,0,PZ,3.07,0.00,05/03/2012 09:23:38
RACK13,C5,1,C4,17501130570338,1321380071,A,0,0,PZ,2.79,0.00,05/03/2012 09:23:48
RACK13,C5,1,C4,17501130577610,1430100037,A,0,0,PZ,17.57,0.00,05/03/2012 09:24:54
RACK13,C5,1,C4,27501130589894,2320911036,A,0,0,PZ,3.73,0.00,05/03/2012 09:25:25
RACK13,C5,1,C4,17501130572172,2150951010,A,0,0,PZ,1.64,0.00,05/03/2012 09:25:38
RACK13,C5,1,C4,17501130571441,1320881130,A,0,0,PZ,24.90,0.00,05/03/2012 09:26:04
RACK13,C5,1,C4,17501130576880,0,A,0,0,#N/D,0.00,0.00,05/03/2012 09:26:12
RACK13,C5,1,C4,17501130576897,1441012010,A,0,0,PZ,28.56,0.00,05/03/2012 09:26:22
RACK13,C5,1,C4,27501130589191,2150956037,A,0,0,PZ,3.54,0.00,05/03/2012 09:28:13
RACK13,C5,1,C4,27501130586046,2200301007,A,0,0,PZ,4.21,0.00,05/03/2012 09:28:48
